Ada,Aidat,Balkon Durumu,Balkon Metrekare,Balkon SayÄ±sÄ±,Balkon Sayısı,Balkon Tipi,Banyo Metrekare,Banyo SayÄ±sÄ±,Banyo Sayısı,BinanÄ±n Kat SayÄ±sÄ±,BinanÄ±n YaÅŸÄ±,Binanın Kat Sayısı,Binanın Yaşı,BrÃ¼t Metrekare,Brüt Metrekare,BulunduÄŸu Kat,Bulunduğu Kat,EÅŸya Durumu,Eşya Durumu,Fiyat Durumu,GÃ¶rÃ¼ntÃ¼lÃ¼ Gezilebilir mi?,Görüntülü Gezilebilir mi?,IsÄ±tma Tipi,Isıtma Tipi,Kategorisi,Kira Getirisi,Krediye Uygunluk,KullanÄ±m Durumu,Kullanım Durumu,Net Metrekare,Oda SayÄ±sÄ±,Oda Sayısı,Pafta,Parsel,Salon Metrekare,Site Ä°Ã§erisinde,Site İçerisinde,Takas,Tapu Durumu,Tipi,TÃ¼rÃ¼,Türü,WC Metrekare,WC SayÄ±sÄ±,WC Sayısı,YapÄ± Durumu,YapÄ± Tipi,Yapı Durumu,Yapı Tipi,YatÄ±rÄ±ma Uygunluk,Yatırıma Uygunluk,Zemin Etüdü,Ä°lan GÃ¼ncelleme Tarihi,Ä°lan NumarasÄ±,Ä°lan OluÅŸturma Tarihi,Ä°potek Durumu,İlan Güncelleme Tarihi,İlan Numarası,İlan Oluşturma Tarihi,İpotek Durumu,URL,FİYAT,KONUM
,,,,,,,,,1,,,3,3,,75 M2,,Düz Giriş (Zemin),,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,70 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,İkinci El,Betonarme,,Bilinmiyor,,,,,,16 Aralık 2023,14403374,15 Aralık 2023,,https://www.emlakjet.com//ilan/armutalan-merkez-de-villa-tadinda-daire-14403374/,7.600.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,2,,,3,0 (Yeni),,100 M2,,2.Kat,,,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,90 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,21 Aralık 2023,14402977,15 Aralık 2023,,https://www.emlakjet.com//ilan/ortaca-cayli-mahallesinde-havuzlu-site-icinde-luks-ebeveyn-banyolu-21-satilik-daire-14402977/,2.550.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,1,,,4,0 (Yeni),,60 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,50 M2,,1+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,18 Aralık 2023,14402969,15 Aralık 2023,,https://www.emlakjet.com//ilan/ortaca-terzialiler-mahallesinde-genis-11-satilik-daire-14402969/,1.850.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,1,,,2,0 (Yeni),,60 M2,,Yüksek Giriş,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,50 M2,,1+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,21 Aralık 2023,14402968,15 Aralık 2023,,https://www.emlakjet.com//ilan/ortaca-cumhuriyet-mahallesinde-sifir-11-satilik-daire-14402968/,1.550.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,,,,,,,,1,,,3,3,,60 M2,,Yüksek Giriş,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Kiracı Oturuyor,50 M2,,1+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,İkinci El,Betonarme,,Bilinmiyor,,,,,,18 Aralık 2023,14402963,15 Aralık 2023,,https://www.emlakjet.com//ilan/ortaca-cumhuriyet-mahallesinde-full-esyali-11-satilik-daire-14402963/,1.750.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,,,,,,,,1,,,3,0 (Yeni),,95 M2,,2.Kat,,,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,85 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,18 Aralık 2023,14402962,15 Aralık 2023,,https://www.emlakjet.com//ilan/ortaca-cumhuriyet-mahallesinde-luks-21-yerden-isitmali-satilik-daire-14402962/,2.950.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,,,,,,,,1,,,3,0 (Yeni),,90 M2,,2.Kat,,,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,80 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,21 Aralık 2023,14402961,15 Aralık 2023,,https://www.emlakjet.com//ilan/ortaca-cumhuriyet-mahallesinde-21-yerden-isitmali-satilik-luks-daire-14402961/,2.950.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,Var,,,1,Açık Balkon,,,1,,,5,16-20,,110 M2,,1.Kat,,Boş,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,100 M2,,2+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,2,,,,,,,,,,,,16 Aralık 2023,14402327,15 Aralık 2023,Yok,https://www.emlakjet.com//ilan/akyol-da-komple-yenilenmis-depolu-arsa-payi-yuksek-21-daire-14402327/,3.850.000 TL,Muğla - Menteşe - Muslihittin Mh.
,,Var,,,1,,,,1,,,3,0 (Yeni),,95 M2,,3.Kat,,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,,Krediye Uygun,,Boş,90 M2,,2+1,,,,,Evet,,,Daire,,Konut,,,,,,,,,,,,,,,23 Aralık 2023,14402090,15 Aralık 2023,,https://www.emlakjet.com//ilan/stop-tan-ortaca-karaburun-da-havuzlu-sitede-21-satilik-daire-14402090/,2.500.000 TL,Muğla - Ortaca - Karaburun Mh.
,,Var,,,2,Açık Balkon,,,2,,,3,0 (Yeni),,115 M2,,1.Kat,,Boş,Genel Fiyat,,Hayır,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,100 M2,,2+1,,,,,Hayır,Var,Kat Mülkiyeti,Daire,,Konut,,,2,,,Sıfır,Betonarme,,Yatırıma Uygun,Var,,,,,23 Aralık 2023,14401956,15 Aralık 2023,Yok,https://www.emlakjet.com//ilan/mugla-ortaca-karaburun-da-sifir-21-ve-31-luks-daireler-14401956/,3.100.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,1,,,2,0 (Yeni),,85 M2,,2.Kat,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,80 M2,,2+1,,,,,Hayır,Yok,Bilinmiyor,Daire,,Konut,,,,,,Yapım Aşamasında,,,Bilinmiyor,,,,,,18 Aralık 2023,14399268,15 Aralık 2023,,https://www.emlakjet.com//ilan/lider-den-mugla-mentese-bayir-da-satilik-21-31-daireler-14399268/,2.650.000 TL,Muğla - Menteşe - Bayır Mh.
,,,,,,,,,1,,,1,5-10,,65 M2,,Yüksek Giriş,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,60 M2,,1+1,,,,,Hayır,Yok,,Daire,,Konut,,,1,,,İkinci El,,,,,,,,,18 Aralık 2023,14394638,14 Aralık 2023,,https://www.emlakjet.com//ilan/fatos-emlak-tan-mugla-koycegiz-ulucami-mah-11-yuksek-giris-daire-14394638/,2.500.000 TL,Muğla - Köyceğiz - Ulucami Mh.
,,,,,,,,,1,,,3,0 (Yeni),,85 M2,,Çatı Katı,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,75 M2,,2+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,23 Aralık 2023,14393715,14 Aralık 2023,,https://www.emlakjet.com//ilan/ortaca-cayli-mah-21-dairemiz-satiliktir-14393715/,2.250.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,2,,,4,11-15,,150 M2,,2.Kat,,Boş,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,140 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,13 Aralık 2023,14392738,13 Aralık 2023,,https://www.emlakjet.com//ilan/mugla-merkez-tadilatli-31-arakat-daire-14392738/,5.750.000 TL,Muğla - Menteşe - Emirbeyazıt Mh.
,,Var,,,,,,,1,,,3,21 Ve Üzeri,,85 M2,,1.Kat,,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,20000 TL,Krediye Uygun,,Boş,80 M2,,2+1,,,,,Hayır,Yok,Kat Mülkiyeti,Daire,,Konut,,,1,,,İkinci El,Betonarme,,Yatırıma Uygun,,,,,,13 Aralık 2023,14392689,13 Aralık 2023,Yok,https://www.emlakjet.com//ilan/kemeralti-merkez-de-21-kapali-mutfak-daire-14392689/,5.500.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,Var,,,3,,,,2,,,5,11-15,,145 M2,,5.Kat,,,Genel Fiyat,,,,Merkezi Kömür,Satılık,,Krediye Uygun,,Boş,135 M2,,3+1,,,,,Evet,,,Daire,,Konut,,,,,,,,,,,,,,,13 Aralık 2023,14392605,13 Aralık 2023,,https://www.emlakjet.com//ilan/yerkesik-te-site-ici-31-145-m2-daire-merkezi-sistem-kaloriferli-14392605/,3.250.000 TL,Muğla - Menteşe - Yerkesik Mh.
,,,,,,,,,1,,,3,0 (Yeni),,85 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,70 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,12 Aralık 2023,14388922,12 Aralık 2023,,https://www.emlakjet.com//ilan/muglanin-incisi-ortacada-satlik-21-kelepir-sifir-daire-14388922/,2.200.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,1,,,2,0 (Yeni),,65 M2,,2.Kat,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,60 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,12 Aralık 2023,14388728,12 Aralık 2023,,https://www.emlakjet.com//ilan/kurt-emlaktan-yenikoy-de-satilik-21-sifir-daire-14388728/,2.650.000 TL,Muğla - Menteşe - Yeniköy Mh.
,,Var,,,,,,,1,,,2,21 Ve Üzeri,,110 M2,,2.Kat,,,Genel Fiyat,,Hayır,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,100 M2,,3+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,Yatırıma Uygun,,,,,,20 Aralık 2023,14386746,12 Aralık 2023,,https://www.emlakjet.com//ilan/mugla-mentese-muslihittin-mah-31-satilik-daire-14386746/,3.175.000 TL,Muğla - Menteşe - Muslihittin Mh.
,0 TL,,,,,,,,1,,,3,0 (Yeni),,90 M2,,Bahçe Katı,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Boş,80 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,1,,,Sıfır,Betonarme,,Yatırıma Uygun,,,,,,12 Aralık 2023,14385794,12 Aralık 2023,,https://www.emlakjet.com//ilan/orhaniye-de-sifir-yapili-firsat-bahce-kati-daire-14385794/,3.000.000 TL,Muğla - Marmaris - Orhaniye Mh.
,,Var,,,,,,,1,,,2,0 (Yeni),,75 M2,,Yüksek Giriş,,Boş,Genel Fiyat,,,,Güneş Enerjisi,Satılık,,Krediye Uygun,,Boş,60 M2,,2+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,1,,,Sıfır,Betonarme,,Yatırıma Uygun,Var,,,,,12 Aralık 2023,14385706,12 Aralık 2023,Yok,https://www.emlakjet.com//ilan/ortaca-bahcelievler-de-21-havuzlu-sifir-daire-14385706/,2.400.000 TL,Muğla - Ortaca - Bahçelievler Mh.
20,250 TL,Var,20 M2,,4 +,Açık Teras,10 M2,,4,,,3,21 Ve Üzeri,,250 M2,,Bahçe Katı,,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,25000 TL,Krediye Uygun Değil,,Boş,240 M2,,3+1,10,20,30 M2,,Evet,Yok,Bilinmiyor,Daire,,Konut,5 M2,,4,,,İkinci El,Betonarme,,Yatırıma Uygun,Var,,,,,11 Aralık 2023,14382337,11 Aralık 2023,Yok,https://www.emlakjet.com//ilan/marmaris-31-tripleks-14382337/,9.000.000 TL,Muğla - Marmaris - Beldibi Mh.
,,Var,50 M2,,1,Açık Teras,,,2,,,5,5-10,,230 M2,,1.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,180 M2,,3+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,1,,,İkinci El,Betonarme,,Bilinmiyor,,,,,,19 Aralık 2023,14380962,11 Aralık 2023,Yok,https://www.emlakjet.com//ilan/ataturk-mahallesi-nde-satilik-31-daire-14380962/,3.550.000 TL,Muğla - Ortaca - Atatürk Mh.
,,,,,,,,,1,,,4,0 (Yeni),,60 M2,,4.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,50 M2,,1+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,18 Aralık 2023,14376348,09 Aralık 2023,,https://www.emlakjet.com//ilan/muglanin-gozbebegi-ortaca-yerbelende-satlik-11-kelepir-daire-14376348/,1.680.000 TL,Muğla - Ortaca - Yerbelen Mh.
,,,,,,,,,1,,,3,16-20,,142 M2,,1.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,135 M2,,3+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,09 Aralık 2023,14375920,09 Aralık 2023,,https://www.emlakjet.com//ilan/ortaca-terzialiler-mahlesinde-satilik-31-daire-14375920/,2.730.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,2,,,5,0 (Yeni),,136 M2,,1.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,110 M2,,3+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,21 Aralık 2023,14373023,08 Aralık 2023,,https://www.emlakjet.com//ilan/ortaca-deniz-emlak-ofisinde-satilik-31-daire-14373023/,3.900.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,Yok,,,,,,,1,,,4,16-20,,70 M2,,1.Kat,,Boş,Genel Fiyat,,Evet,,Klimalı,Satılık,15000 TL,Krediye Uygun,,Boş,65 M2,,2+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,1,,,,Betonarme,,Yatırıma Uygun,,,,,,08 Aralık 2023,14372477,08 Aralık 2023,Yok,https://www.emlakjet.com//ilan/marmaris-merkezde-masrafsiz-21-satilik-daire-14372477/,3.975.000 TL,Muğla - Marmaris - Sarıana Mh.
,,,,,,,,,2,,,2,0 (Yeni),,90 M2,,Yüksek Giriş,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,80 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,11 Aralık 2023,14367535,07 Aralık 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-karaburunda-satlik-kelepir-21-giris-daire-14367535/,2.300.000 TL,Muğla - Ortaca - Karaburun Mh.
,150 TL,Var,,,1,,,,1,,,4,11-15,,60 M2,,2.Kat,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,15000 TL,Krediye Uygun,,Boş,55 M2,,1+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,07 Aralık 2023,14365288,07 Aralık 2023,,https://www.emlakjet.com//ilan/koteklide-satilik-fuul-esyalidaire-14365288/,2.550.000 TL,Muğla - Menteşe - Kötekli Mh.
,,,,,,,,,1,,,3,11-15,,50 M2,,Bahçe Katı,,Boş,Genel Fiyat,,,,Şömine,Satılık,,Krediye Uygun,,Kiracı Oturuyor,45 M2,,1+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,07 Aralık 2023,14365027,07 Aralık 2023,,https://www.emlakjet.com//ilan/mugla-muslihittin-mah-de-satilik-uygun-fiyatli-11-daire-14365027/,1.590.000 TL,Muğla - Menteşe - Muslihittin Mh.
,,,,,,,,,1,,,3,21 Ve Üzeri,,135 M2,,1.Kat,,Boş,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun Değil,,Boş,130 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,07 Aralık 2023,14365025,07 Aralık 2023,,https://www.emlakjet.com//ilan/mugla-emirbeyazit-ta-satilik-31-uygun-fiyatli-daire-ofis-14365025/,2.620.000 TL,Muğla - Menteşe - Emirbeyazıt Mh.
,,,,,,,,,2,,,4,5-10,,145 M2,,3.Kat,,Boş,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,125 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,07 Aralık 2023,14365021,07 Aralık 2023,,https://www.emlakjet.com//ilan/mugla-mentese-karamehmet-mah-31-arakat-daire-14365021/,5.950.000 TL,Muğla - Menteşe - Karamehmet Mh.
,,Var,,,,,,,1,,,4,21 Ve Üzeri,,110 M2,,3.Kat,,,Genel Fiyat,,Evet,,Kombi Doğalgaz,Satılık,,Bilinmiyor,,Mülk Sahibi Oturuyor,100 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,Yatırıma Uygun,,,,,,07 Aralık 2023,14364463,07 Aralık 2023,,https://www.emlakjet.com//ilan/mugla-mentese-emirbeyazit-mahallesi-nde-satilik-21-daire-14364463/,3.600.000 TL,Muğla - Menteşe - Emirbeyazıt Mh.
,,,,,,,,,1,,,2,0 (Yeni),,90 M2,,Yüksek Giriş,,Boş,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,80 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,13 Aralık 2023,14363661,07 Aralık 2023,,https://www.emlakjet.com//ilan/mugla-mentese-bayir-mahallesinde-satilik-21-daire-14363661/,2.150.000 TL,Muğla - Menteşe - Bayır Mh.
,,,,,,,,,1,,,4,21 Ve Üzeri,,150 M2,,Çatı Katı,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,140 M2,,3+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,İkinci El,Betonarme,,Bilinmiyor,,,,,,10 Aralık 2023,14363578,07 Aralık 2023,,https://www.emlakjet.com//ilan/ortaca-dikmekavak-mahallesinde-31-kapali-mutfak-kupon-satilik-daire-14363578/,1.550.000 TL,Muğla - Ortaca - Dikmekavak Mh.
,,,,,,,,,1,,,3,0 (Yeni),,65 M2,,Çatı Katı,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,55 M2,,1+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,07 Aralık 2023,14363576,07 Aralık 2023,,https://www.emlakjet.com//ilan/ortaca-karaburun-mahallesinde-11-luks-sifir-1-sinif-kalite-satilik-daire-14363576/,1.750.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,1,,,3,0 (Yeni),,65 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Boş,50 M2,,1+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,08 Aralık 2023,14356237,05 Aralık 2023,,https://www.emlakjet.com//ilan/bayar-gayrimenkul-den-genis-luks-11-satilik-daire-14356237/,1.850.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,1,,,3,0 (Yeni),,50 M2,,Yüksek Giriş,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Boş,45 M2,,1+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,05 Aralık 2023,14356236,05 Aralık 2023,,https://www.emlakjet.com//ilan/satilik-iskanli-11-14356236/,1.550.000 TL,Muğla - Ortaca - Karaburun Mh.
,,Var,,,1,,,,1,,,4,21 Ve Üzeri,,110 M2,,2.Kat,,Eşyalı,Genel Fiyat,,Evet,,Klimalı,Satılık,,Krediye Uygun,,Boş,100 M2,,3+1,,,,,Hayır,Var,Kat Mülkiyeti,Daire,,Konut,,,,,,İkinci El,Betonarme,,,Var,,,,,14 Aralık 2023,14354954,05 Aralık 2023,Yok,https://www.emlakjet.com//ilan/marmaris-merkezde-31-marinaya-yurume-mesafesinde-14354954/,3.600.000 TL,Muğla - Marmaris - Tepe Mh.
,,,,,,,,,2,,,3,11-15,,145 M2,,3.Kat,,Boş,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun Değil,,Boş,130 M2,,3+1,,,,,Evet,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,07 Aralık 2023,14352866,05 Aralık 2023,,https://www.emlakjet.com//ilan/mugla-mentese-konutlarinda-31-firsat-daire-14352866/,4.600.000 TL,Muğla - Menteşe - Karamehmet Mh.
,,,,,,,,,1,,,3,0 (Yeni),,75 M2,,Düz Giriş (Zemin),,Boş,Genel Fiyat,,,,Isıtma Yok,Satılık,,Krediye Uygun,,Boş,65 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,05 Aralık 2023,14352849,05 Aralık 2023,,https://www.emlakjet.com//ilan/cittaslow-gayrimenkul-den-koycegiz-ulucami-de-gole-yakin-21-14352849/,3.250.000 TL,Muğla - Köyceğiz - Ulucami Mh.
,,,,,,,,,1,,,3,3,,85 M2,,Bahçe Katı,,Boş,Genel Fiyat,,,,Isıtma Yok,Satılık,,Krediye Uygun,,Boş,75 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,05 Aralık 2023,14352846,05 Aralık 2023,,https://www.emlakjet.com//ilan/cittaslow-gayrimenkul-den-koycegiz-gelisim-de-bahceli-21-daire-14352846/,3.350.000 TL,Muğla - Köyceğiz - Gelişim Mh.
,,,,,,,,,1,,,3,0 (Yeni),,110 M2,,Bahçe Katı,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,93 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,05 Aralık 2023,14352845,05 Aralık 2023,,https://www.emlakjet.com//ilan/cittaslow-dan-yeni-mh-de-bahceli-kelepir-21-satilik-sifir-daire-14352845/,3.375.000 TL,Muğla - Köyceğiz - Yeni Mh.
,,,,,,,,,2,,,3,0 (Yeni),,110 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,95 M2,,3+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,05 Aralık 2023,14352839,05 Aralık 2023,,https://www.emlakjet.com//ilan/cittaslow-dan-gelisim-de-havuzlu-luks-31-daire-son-dairemiz-14352839/,3.975.000 TL,Muğla - Köyceğiz - Gelişim Mh.
,,,,,,,,,4,,,2,0 (Yeni),,190 M2,,Müstakil,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,180 M2,,3+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,05 Aralık 2023,14352822,05 Aralık 2023,,https://www.emlakjet.com//ilan/cittaslow-gayrimenkul-koycegiz-de-havuzlu-mustakil-lux-villalar-14352822/,9.850.000 TL,Muğla - Köyceğiz - Toparlar Mh.
,,Var,,,,,,,1,,,3,16-20,,90 M2,,2.Kat,,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,,Krediye Uygun,,Boş,80 M2,,2+1,,,,,Evet,Yok,,Daire,,Konut,,,1,,,İkinci El,Betonarme,,Yatırıma Uygun,Yok,,,,,05 Aralık 2023,14352776,05 Aralık 2023,Yok,https://www.emlakjet.com//ilan/armutalanda-21-on-cephe-balkonlu-cok-ferah-satilik-dairemiz-14352776/,5.450.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,1,,,3,0 (Yeni),,60 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,50 M2,,1+1,,,,,Hayır,Var,Kat İrtifakı,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,05 Aralık 2023,14351320,05 Aralık 2023,,https://www.emlakjet.com//ilan/ortaca-karaburun-mahallesinde-11-havuzlu-site-icerisinde-satilik-daire-14351320/,1.750.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,2,,,3,2,,100 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,85 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,İkinci El,Betonarme,,Bilinmiyor,,,,,,05 Aralık 2023,14351317,05 Aralık 2023,,https://www.emlakjet.com//ilan/ortaca-cumhuriyet-de-luks-kaloriferli-21-satilik-daire-14351317/,3.000.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,75 TL,Var,,,,,,,2,,,5,21 Ve Üzeri,,80 M2,,Bahçe Katı,,,Genel Fiyat,,,,Klimalı,Satılık,30000 TL,Krediye Uygun,,Mülk Sahibi Oturuyor,70 M2,,3+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,2,,,,,,,,,,,,14 Aralık 2023,14350757,04 Aralık 2023,,https://www.emlakjet.com//ilan/siteler-de-site-icinde-kupon-denize-sifir-daire-14350757/,7.500.000 TL,Muğla - Marmaris - Siteler Mh.
,300 TL,Yok,,,,,,,1,,,3,21 Ve Üzeri,,75 M2,,Yüksek Giriş,,Boş,Genel Fiyat,,,,Klimalı,Satılık,18000 TL,Krediye Uygun Değil,,Mülk Sahibi Oturuyor,70 M2,,2+1,,,,,Evet,,Kat Mülkiyeti,Daire,,Konut,,,1,,,,,,,,,,,,04 Aralık 2023,14350460,04 Aralık 2023,,https://www.emlakjet.com//ilan/armutalan-da-acill-satilik-firsat-daire-14350460/,3.900.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,1,,,4,0 (Yeni),,60 M2,,3.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,55 M2,,1+1,,,,,Hayır,Var,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,04 Aralık 2023,14349634,04 Aralık 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-da-satilik-genis-11-havuzlu-asansorlu-daire-14349634/,1.625.000 TL,Muğla - Ortaca - Yerbelen Mh.
